radio,1 Hogar de ancianos,2 Hogar de menores,3 Colegio internado,4 Campamento/obrador,5 Hospital,6 Prisión,7 Cuartel,8 Hogar de religiosos,9 Hotel turístico,10 Otros,TOTAL
064274706,0,0,0,0,0,0,0,0,0,0,0
064274707,0,0,0,0,0,0,0,0,0,0,0
064274708,0,0,0,0,0,0,0,0,0,0,0
064274709,0,0,0,0,0,0,0,0,0,0,0
064274710,0,0,0,0,0,0,0,0,0,0,0
064274711,1,0,0,0,0,0,0,0,0,0,1
064274712,1,0,0,0,0,0,0,0,0,0,1
064274801,0,0,0,0,2,0,0,0,0,0,2
064274802,0,0,0,0,0,0,0,0,0,0,0
064274803,0,0,0,0,0,0,0,0,0,0,0
064274804,0,0,0,0,0,0,0,0,0,0,0
064274805,0,0,0,0,0,0,0,0,0,0,0
064274806,0,0,0,0,0,0,0,0,0,0,0
064274807,0,0,0,0,0,0,0,0,0,0,0
064274808,0,0,0,0,0,0,0,0,0,0,0
064274809,0,0,0,0,0,0,0,0,0,0,0
064274810,0,0,0,0,0,0,0,0,0,0,0
064274811,0,0,0,0,0,0,0,0,0,0,0
064274812,0,0,0,0,0,0,0,0,0,0,0
064274813,0,0,0,0,0,0,0,0,0,0,0
064274814,0,0,0,0,0,0,0,0,0,0,0
064274901,0,0,0,0,0,0,0,0,0,0,0
064274902,0,0,0,0,0,0,0,0,0,0,0
064274903,0,0,0,0,0,0,0,0,0,0,0
064274904,0,0,0,0,0,0,0,0,0,0,0
064274905,0,0,0,0,0,0,0,0,0,0,0
064274906,0,0,0,0,0,0,0,0,0,0,0
064274907,0,0,0,0,0,0,0,0,0,0,0
064274908,0,0,0,0,0,0,0,0,0,0,0
064274909,0,0,0,0,0,0,0,0,0,0,0
064274910,0,0,0,0,0,0,0,0,0,0,0
064274911,0,0,0,0,0,0,0,0,0,0,0
064274912,0,0,0,0,0,0,0,0,0,0,0
064275001,0,2,0,0,0,0,0,0,0,0,2
064275002,1,0,0,0,0,0,0,0,0,0,1
064275003,0,0,0,0,0,0,0,0,0,0,0
064275004,0,0,0,0,0,0,0,0,0,0,0
064275005,0,0,0,0,0,0,0,0,0,0,0
064275006,0,0,0,0,0,0,0,0,0,0,0
064275007,0,0,0,0,0,0,0,0,0,0,0
064275008,0,0,0,0,0,0,0,0,0,0,0
064275009,0,0,0,0,0,0,0,0,0,0,0
064275010,0,0,0,0,0,0,0,0,0,0,0
064275011,0,0,0,0,0,0,0,0,0,0,0
064275012,0,0,0,0,0,0,0,0,0,0,0
064275013,0,0,0,0,0,0,0,0,0,0,0
064275101,0,0,0,0,0,0,0,0,0,0,0
064275102,0,0,0,0,0,0,0,0,0,0,0
064275103,0,0,0,0,0,0,0,0,0,0,0
064275104,0,0,0,0,1,0,0,0,0,0,1
064275105,0,0,0,0,0,0,0,0,0,0,0
064275106,0,0,0,0,0,0,0,0,0,0,0
064275107,0,0,0,0,0,0,0,0,0,0,0
064275108,0,0,0,0,0,0,0,0,0,0,0
064275109,0,0,0,0,0,0,0,0,0,0,0
064275110,0,0,0,0,0,0,0,0,0,1,1
064275111,0,0,0,0,0,0,0,0,0,0,0
064275112,0,0,0,0,0,0,0,0,0,0,0
064275113,0,0,0,0,1,0,0,0,0,0,1
064275114,0,0,0,0,0,0,0,0,0,0,0
064275115,0,0,0,0,0,0,0,0,0,0,0
064275201,0,0,0,0,0,0,0,0,0,0,0
064275202,0,0,0,0,0,0,0,0,0,0,0
064275203,0,0,0,0,0,0,0,0,0,0,0
064275204,0,0,0,0,0,0,0,0,0,0,0
064275205,0,0,0,0,0,0,0,0,0,0,0
064275206,0,0,0,0,0,0,0,0,0,0,0
064275207,0,0,0,0,0,0,0,0,0,0,0
064275208,0,0,0,0,0,0,0,0,0,0,0
064275209,0,0,0,0,0,0,0,0,0,0,0
064275210,0,0,0,0,0,0,0,0,0,0,0
064275211,0,0,0,0,0,0,0,0,0,0,0
064275212,0,0,0,0,0,0,0,0,0,0,0
064275213,0,0,0,0,0,0,0,0,0,0,0
064275301,0,0,0,0,0,0,0,0,0,0,0
064275302,0,0,0,0,0,0,0,0,0,0,0
064275303,0,0,0,0,0,0,0,0,0,0,0
064275304,0,0,0,0,0,0,0,0,0,0,0
064275305,0,0,0,0,0,0,0,0,0,0,0
064275306,0,0,0,0,0,0,0,0,0,0,0
064275307,0,0,0,0,0,0,0,0,0,0,0
064275308,0,0,0,0,0,0,0,0,0,0,0
064275309,0,0,0,0,0,0,0,0,0,0,0
064275310,0,0,0,0,0,0,0,0,0,0,0
064275401,0,0,0,0,0,0,0,0,0,0,0
064275402,0,0,0,0,0,0,0,0,0,0,0
064275403,0,0,0,0,0,0,0,0,0,0,0
064275404,0,0,0,0,0,0,0,0,0,0,0
064275405,0,0,0,0,0,0,0,0,0,0,0
064275406,0,0,0,0,0,0,0,0,0,0,0
064275407,0,0,0,0,0,0,0,0,0,0,0
064275408,0,0,0,0,0,0,0,0,0,0,0
064275409,0,0,0,0,0,0,0,0,0,0,0
064275410,0,0,0,0,0,0,0,0,0,0,0
064275411,0,0,0,0,0,0,0,0,0,0,0
064275412,0,0,0,0,0,0,0,0,0,0,0
064275501,0,0,0,0,0,0,0,0,0,0,0
064275502,0,0,0,0,0,0,0,0,0,0,0
064275503,0,0,0,0,0,0,0,0,0,0,0
064275504,0,0,0,0,0,0,0,0,0,0,0
064275505,0,0,0,0,0,0,0,0,0,0,0
064275506,0,0,0,0,0,0,0,0,0,0,0
064275507,0,0,0,0,0,0,0,0,0,0,0
064275508,0,0,0,0,0,0,0,0,0,0,0
064275509,0,0,0,0,0,0,0,0,0,0,0
064275510,0,0,0,0,0,0,0,0,0,0,0
064275511,0,0,0,0,0,0,0,0,0,0,0
064275512,0,0,0,0,0,0,0,0,0,0,0
064275513,0,0,0,0,0,0,0,0,0,0,0
064275601,0,0,0,0,0,0,0,0,0,0,0
064275602,0,0,0,0,0,0,0,0,0,0,0
064275603,0,0,0,0,0,0,0,0,0,0,0
064275604,0,0,0,0,0,0,0,0,0,0,0
064275605,0,0,0,0,0,0,0,0,0,0,0
064275606,0,0,0,0,0,0,0,0,0,0,0
064275607,0,0,0,0,0,0,0,0,0,0,0
064275608,0,0,0,0,0,0,0,0,0,0,0
064275609,0,0,0,0,0,0,0,0,0,0,0
064275610,0,0,0,0,0,0,0,0,0,0,0
064275611,0,0,0,0,0,0,0,0,0,0,0
064275612,0,0,0,0,0,0,0,0,0,0,0
064275613,0,0,0,0,0,0,0,0,0,0,0
064275701,0,0,0,0,0,0,0,0,0,0,0
064275702,0,0,0,0,0,0,0,0,0,0,0
064275703,0,0,0,0,0,0,0,0,0,0,0
064275704,0,0,0,0,0,0,0,0,0,0,0
064275705,0,0,0,0,0,0,0,0,0,0,0
064275706,0,0,0,0,0,0,0,0,0,0,0
064275707,0,0,0,0,0,0,0,0,0,0,0
064275708,0,0,0,0,0,0,0,0,0,0,0
064275709,0,0,0,0,0,0,0,0,0,0,0
064275710,0,0,0,0,0,0,0,0,0,0,0
064275711,0,0,0,0,0,0,0,0,0,0,0
064275712,0,0,0,0,0,0,0,0,0,0,0
064275713,0,0,0,0,0,0,0,0,0,0,0
064275714,0,0,0,0,0,0,0,0,0,0,0
064275715,0,0,0,0,0,0,0,0,0,0,0
064275801,0,0,0,0,0,0,0,0,0,0,0
064275802,0,0,0,0,0,0,0,0,0,0,0
064275803,0,0,0,0,0,0,0,0,0,0,0
064275804,0,0,0,0,0,0,0,0,0,0,0
064275805,0,0,0,0,0,0,0,0,0,0,0
064275806,0,0,0,0,0,0,0,0,0,0,0
064275807,0,0,0,0,0,0,0,0,0,0,0
064275808,0,0,0,0,0,0,0,0,0,0,0
064275809,0,0,0,0,0,0,0,0,0,0,0
064275810,0,0,0,0,0,0,0,0,0,0,0
064275811,0,0,0,0,0,0,0,0,0,0,0
064275812,0,0,0,0,0,0,0,0,0,0,0
064275813,0,0,0,0,0,0,0,0,0,0,0
064275814,0,0,0,0,0,0,0,0,0,0,0
064275815,0,0,0,0,0,0,0,0,0,0,0
064275901,0,0,0,0,0,0,0,0,0,0,0
064275902,0,0,0,0,0,0,0,0,0,0,0
064275903,0,0,0,0,0,0,0,0,0,0,0
064275904,0,0,0,0,0,0,0,0,0,0,0
064275905,0,0,0,0,0,0,0,0,0,0,0
064275906,0,0,0,0,0,0,0,0,0,0,0
064275907,0,0,0,0,0,0,0,0,0,0,0
064275908,0,0,0,0,0,0,0,0,0,0,0
064275909,0,0,0,0,0,0,0,0,0,0,0
064275910,0,0,0,0,0,0,0,0,0,0,0
064275911,0,0,0,0,0,0,0,0,0,0,0
064275912,0,0,0,0,0,0,0,0,0,0,0
064275913,0,0,0,0,0,0,0,0,0,0,0
064276001,0,0,0,0,0,0,0,0,0,0,0
064276002,0,0,0,0,0,0,0,0,0,1,1
064276003,1,0,0,0,0,0,0,0,0,0,1
064276004,0,0,0,0,0,0,0,0,0,0,0
064276005,0,0,0,0,0,1,0,0,0,0,1
064276006,0,0,0,0,0,0,0,0,0,0,0
064276007,0,0,0,0,0,0,0,0,0,0,0
064276008,0,0,0,0,0,0,0,0,0,0,0
064276009,0,0,0,0,0,0,0,0,0,0,0
064276010,0,0,0,0,0,0,0,0,0,0,0
064276011,0,0,0,0,0,0,0,0,0,0,0
064276012,0,0,0,0,0,0,0,0,0,0,0
064276013,0,0,0,0,0,0,0,0,0,0,0
064276014,0,0,0,0,0,0,0,0,0,0,0
064276015,0,0,0,0,0,0,0,0,0,0,0
064276016,1,0,0,0,0,0,0,0,0,0,1
064276017,0,0,0,0,0,0,0,0,0,0,0
064276018,0,0,0,0,0,0,0,0,0,0,0
064276101,0,0,0,0,0,0,0,0,0,0,0
064276102,0,0,0,0,0,0,0,0,0,0,0
064276103,0,0,0,0,0,0,0,0,0,0,0
064276104,0,0,0,0,0,0,0,0,0,0,0
064276105,0,0,0,0,0,0,0,0,0,0,0
064276106,0,0,0,0,0,0,0,0,0,0,0
064276107,0,0,0,0,0,0,0,0,0,0,0
064276108,0,0,0,0,0,0,0,0,0,0,0
064276109,0,0,0,0,0,0,0,0,0,0,0
064276110,0,0,0,0,0,0,0,0,0,0,0
064276111,0,0,0,0,0,0,0,0,0,0,0
064276112,0,0,0,0,0,0,0,0,0,0,0
064276113,0,0,0,0,0,0,0,0,0,0,0
064276114,0,0,0,0,0,0,0,0,0,0,0
064276201,0,0,0,0,0,0,0,0,0,1,1
064276202,0,0,0,0,0,0,0,0,0,0,0
064276203,0,0,0,0,0,0,0,0,0,0,0
064276204,0,0,0,0,0,0,0,0,0,0,0
064276205,0,0,0,0,0,0,0,0,0,0,0
064276206,0,0,0,0,0,0,0,0,0,0,0
064276207,0,0,0,0,0,0,0,0,0,0,0
064276208,0,0,0,0,0,0,0,0,0,0,0
064276209,0,0,0,0,0,0,0,0,0,0,0
064276210,0,0,0,0,1,1,0,0,0,0,2
064276211,0,0,0,0,0,0,0,0,0,0,0
064276212,0,0,0,0,0,0,0,0,0,0,0
064276213,0,0,0,0,0,0,0,0,0,0,0
064276214,0,0,0,0,0,0,0,0,0,0,0
064276215,0,0,0,0,0,0,0,0,0,0,0
064276216,0,0,0,0,0,0,0,0,0,0,0
064276301,0,0,0,0,0,0,0,0,0,0,0
064276302,0,0,0,0,0,0,0,0,0,0,0
064276303,0,0,0,0,0,0,0,0,0,0,0
064276304,0,0,0,0,0,0,0,0,0,0,0
064276305,0,0,0,0,0,0,0,0,0,0,0
064276306,0,0,0,0,0,0,0,0,0,0,0
064276307,0,0,0,0,0,0,0,0,0,0,0
064276308,0,0,0,0,0,0,0,0,0,0,0
064276309,0,0,0,0,0,0,0,0,0,0,0
064276310,0,0,0,0,0,0,0,0,0,0,0
064276311,0,0,0,0,0,0,0,0,0,0,0
064276312,0,0,0,0,0,0,0,0,0,0,0
064276401,0,0,0,0,0,0,0,0,0,0,0
064276402,0,0,0,0,0,0,0,0,0,0,0
064276403,0,0,0,0,0,0,0,0,0,0,0
064276404,0,0,0,0,0,0,0,0,0,0,0
064276405,0,0,0,0,0,0,0,0,0,0,0
064276406,0,0,0,0,0,0,0,0,0,0,0
064276407,0,0,0,0,0,0,0,0,0,0,0
064276408,0,0,0,0,0,0,0,0,0,0,0
064276409,0,0,0,0,0,0,0,0,0,0,0
064276410,0,0,0,0,0,0,0,0,0,0,0
064276411,0,0,0,0,0,0,0,0,0,0,0
064276412,0,0,0,0,0,0,0,0,0,0,0
064276413,0,0,0,0,0,0,0,0,0,0,0
064276414,0,0,0,0,0,0,0,0,0,0,0
064276415,0,0,0,0,0,0,0,0,0,0,0
064276416,0,0,0,0,0,0,0,0,0,0,0
064276417,0,0,0,0,0,0,0,0,0,0,0
064276501,0,0,0,0,0,0,0,0,0,0,0
064276502,0,0,0,0,0,0,0,0,0,0,0
064276503,0,0,0,0,0,0,0,0,0,0,0
064276504,0,0,0,0,0,0,0,0,0,0,0
064276505,0,0,0,0,0,0,0,0,0,0,0
064276506,0,0,0,0,0,0,0,0,0,0,0
064276507,0,0,0,0,0,0,0,0,0,0,0
064276508,0,0,0,0,0,0,0,0,0,0,0
064276509,0,0,0,0,0,0,0,0,0,0,0
064276510,0,0,0,0,0,0,0,0,0,0,0
064276511,0,0,0,0,0,0,0,0,0,0,0
064276512,0,0,0,0,0,0,0,0,0,0,0
064276513,0,0,0,0,0,0,0,0,0,0,0
064276514,0,0,0,0,0,0,0,0,0,0,0
064276515,0,0,0,0,0,0,0,0,0,0,0
064276516,0,0,0,0,0,0,0,0,0,0,0
064276517,0,0,0,0,0,0,0,0,0,0,0
064276601,0,0,0,0,0,0,0,0,0,0,0
064276602,0,0,0,0,0,0,0,0,0,0,0
064276603,0,0,0,0,0,0,0,0,0,0,0
064276604,0,0,0,0,0,0,0,0,0,0,0
064276605,0,0,0,0,0,0,0,0,0,0,0
064276606,0,0,0,0,0,0,0,0,0,0,0
064276607,0,0,0,0,0,0,0,0,0,0,0
064276608,0,0,0,0,0,0,0,0,0,0,0
064276609,0,0,0,0,0,0,0,0,0,0,0
064276610,0,0,0,0,0,0,0,0,0,0,0
064276611,0,0,0,0,0,0,0,0,0,0,0
064276701,0,0,0,0,0,0,0,0,0,0,0
064276702,0,0,0,0,0,0,0,0,0,0,0
064276703,0,0,0,0,0,0,0,0,0,0,0
064276704,0,0,0,0,0,0,0,0,0,0,0
064276705,0,0,0,0,0,0,0,0,0,0,0
064276706,0,0,0,0,0,0,0,0,0,0,0
064276707,0,0,0,0,0,0,0,0,0,0,0
064276708,0,0,0,0,0,0,0,0,0,0,0
064276709,0,0,0,0,0,0,0,0,0,0,0
064276710,0,0,0,0,0,0,0,0,0,0,0
064276711,0,0,0,0,0,0,0,1,0,0,1
064276712,0,0,0,0,0,0,0,0,0,0,0
064276713,0,0,0,0,0,0,0,0,0,0,0
064276714,0,0,0,0,0,0,0,0,0,0,0
064276715,0,0,0,0,0,0,0,0,0,0,0
064276716,0,0,0,0,0,0,0,0,0,0,0
064276717,0,0,0,0,0,0,0,0,0,0,0
064276718,0,0,0,0,0,0,0,0,0,0,0
064276801,0,0,0,0,0,0,0,0,0,0,0
064276802,0,0,0,0,0,0,0,0,0,0,0
064276803,0,0,0,0,0,0,0,0,0,0,0
064276804,0,0,0,0,0,0,0,0,0,0,0
064276805,0,0,0,0,0,0,0,0,0,0,0
064276806,0,0,0,0,0,0,0,0,0,0,0
064276807,0,0,0,0,0,0,0,0,0,0,0
064276808,0,0,0,0,0,0,0,0,0,0,0
064276809,0,0,0,0,0,0,0,0,0,0,0
064276810,0,0,0,0,0,0,0,0,0,0,0
064276901,0,0,0,0,0,0,0,0,0,1,1
064276902,0,0,0,0,0,0,0,0,0,0,0
064276903,0,0,0,0,0,0,0,0,0,0,0
064276904,0,0,0,0,0,0,0,0,0,0,0
064276905,0,0,0,0,0,0,0,0,0,0,0
064276906,0,0,0,0,0,0,0,0,0,0,0
064276907,0,0,0,0,0,0,0,0,0,0,0
064276908,0,0,0,0,0,0,0,0,0,0,0
064276909,0,0,0,0,0,0,0,0,0,1,1
064276910,0,0,0,0,0,0,0,0,0,0,0
064276911,0,0,0,0,0,0,0,0,0,0,0
064276912,0,0,0,0,0,0,0,0,0,0,0
064276913,0,0,0,0,0,0,0,0,0,0,0
064276914,0,0,0,0,0,0,0,0,0,0,0
064276915,0,0,0,0,0,0,0,0,0,0,0
064276916,0,0,0,0,0,0,0,0,0,0,0
064276917,0,0,0,0,0,0,0,0,0,0,0
064277001,0,0,0,0,0,0,0,0,0,0,0
064277002,0,0,0,0,0,0,0,0,0,0,0
064277003,0,0,0,0,0,0,0,0,0,0,0
064277004,0,0,0,0,0,0,0,0,0,0,0
064277005,0,0,0,0,0,0,0,0,0,0,0
064277006,0,0,0,0,0,0,0,0,0,0,0
064277007,0,0,0,0,0,0,0,0,0,0,0
064277008,0,0,0,0,0,0,0,0,0,0,0
064277009,0,0,0,0,0,0,0,0,0,0,0
064277010,0,0,0,0,0,0,0,0,0,0,0
064277011,0,0,0,0,0,0,0,0,0,0,0
064277012,0,0,0,0,0,0,0,0,0,0,0
064277013,0,0,0,0,0,0,0,0,0,0,0
064277014,0,0,0,0,0,0,0,0,0,0,0
064277015,0,0,0,0,0,0,0,0,0,0,0
064277016,0,0,0,0,0,0,0,0,0,0,0
064277017,0,0,0,0,0,0,0,0,0,0,0
064277018,0,0,0,0,0,0,0,0,0,0,0
064277101,0,0,0,0,0,0,0,0,0,0,0
064277102,0,0,0,0,0,0,0,0,0,0,0
064277103,0,0,0,0,0,0,0,0,0,0,0
064277104,0,0,0,0,0,0,0,0,0,0,0
064277105,0,0,0,0,0,0,0,0,0,0,0
064277106,0,0,0,0,0,0,0,0,0,0,0
064277107,0,0,0,0,0,0,0,0,0,0,0
064277108,0,0,0,0,0,0,0,0,0,0,0
064277109,0,0,0,0,0,0,0,0,0,0,0
064277110,0,0,0,0,0,0,0,0,0,0,0
064277111,0,0,0,0,0,0,0,0,0,0,0
064277112,0,0,0,0,0,0,0,0,0,0,0
064277113,0,0,0,0,0,0,0,0,0,0,0
064277114,0,0,0,0,0,0,0,0,0,0,0
064277115,0,0,0,0,0,0,0,0,0,0,0
064277116,0,0,0,0,0,0,0,0,0,0,0
064277201,0,0,0,0,0,0,0,0,0,0,0
064277202,0,0,0,0,0,0,0,0,0,0,0
064277203,0,0,0,0,4,0,0,0,0,0,4
064277204,0,0,0,0,0,0,0,0,0,0,0
064277205,0,0,0,0,0,0,0,0,0,0,0
064277206,0,0,0,0,0,0,0,0,0,0,0
064277207,0,0,0,0,0,0,0,0,0,0,0
064277208,0,0,0,0,0,0,0,0,0,0,0
064277209,0,0,0,0,0,0,0,0,0,0,0
064277210,0,0,0,0,0,0,0,0,0,0,0
064277211,0,0,0,0,0,0,0,0,0,0,0
064277212,0,0,0,0,0,0,0,0,0,0,0
064277301,0,0,0,0,0,0,0,0,0,0,0
064277302,0,0,0,0,0,0,0,0,0,0,0
064277303,0,0,0,0,0,0,0,0,0,0,0
064277304,0,0,0,0,0,0,0,0,0,0,0
064277305,0,0,0,0,0,0,0,0,0,0,0
064277306,0,0,0,0,0,0,0,0,0,0,0
064277307,0,0,0,0,0,0,0,0,0,0,0
064277308,0,0,0,0,0,0,0,0,0,0,0
064277309,0,0,0,0,0,0,0,0,0,0,0
064277310,0,0,0,0,0,0,0,0,0,0,0
064277311,0,0,0,0,0,0,0,0,0,0,0
064277312,0,0,0,0,0,0,0,0,0,0,0
064277313,0,0,0,0,0,0,0,0,0,0,0
064277314,0,0,0,0,0,0,0,0,0,0,0
064277315,0,0,0,0,0,0,0,0,0,0,0
064277316,0,0,0,0,0,0,0,0,0,0,0
064277401,0,0,0,0,0,0,0,0,0,0,0
064277402,0,0,0,0,0,0,0,0,0,0,0
064277403,0,0,0,0,0,0,0,0,0,0,0
064277404,0,0,0,0,0,0,0,0,0,0,0
064277405,0,0,0,0,0,0,0,0,0,0,0
064277406,0,0,0,0,0,0,0,0,0,0,0
064277407,0,0,0,0,0,0,0,0,0,0,0
064277408,0,0,0,0,0,0,0,0,0,0,0
064277409,0,0,0,0,0,0,0,0,0,0,0
064277410,0,0,0,0,0,0,0,0,0,0,0
064277411,0,0,0,0,0,0,0,0,0,0,0
064277412,0,0,0,0,0,0,0,0,0,0,0
064277413,0,0,0,0,0,0,0,0,0,0,0
064277414,0,0,0,0,0,0,0,0,0,0,0
064277415,0,0,0,0,0,0,0,0,0,0,0
064277416,0,0,0,0,0,0,0,0,0,0,0
064277417,0,0,0,0,0,0,0,0,0,0,0
064277418,0,0,0,0,0,0,0,0,0,0,0
064277501,0,0,0,0,0,0,0,0,0,0,0
064277502,0,0,0,0,0,0,0,0,0,0,0
064277503,0,0,0,0,0,0,0,0,0,0,0
064277504,0,0,0,0,0,0,0,0,0,0,0
064277505,0,0,0,0,0,0,0,0,0,0,0
064277506,0,0,0,0,0,0,0,0,0,0,0
064277507,0,0,0,0,0,0,0,0,0,0,0
064277508,0,0,0,0,0,0,0,0,0,0,0
064277509,0,0,0,0,0,0,0,0,0,0,0
064277510,0,0,0,0,0,0,0,0,0,0,0
064277511,0,0,0,0,0,0,0,0,0,0,0
064277512,0,0,0,0,0,0,0,0,0,0,0
064277513,0,0,0,0,0,0,0,0,0,0,0
064277514,0,0,0,0,0,0,0,0,0,0,0
064277515,0,0,0,0,0,0,0,0,0,0,0
064277516,0,0,0,0,0,0,0,0,0,0,0
064277601,0,0,0,0,0,0,0,0,0,0,0
064277602,0,0,0,0,0,0,0,0,0,0,0
064277603,0,0,0,0,0,0,0,0,0,0,0
064277604,0,0,0,0,0,0,0,0,0,0,0
064277605,0,0,0,0,0,0,0,0,0,0,0
064277606,0,0,0,0,0,0,0,0,0,0,0
064277607,0,0,0,0,0,0,0,0,0,0,0
064277608,0,0,0,0,0,0,0,0,0,0,0
064277609,0,0,0,0,0,0,0,0,0,0,0
064277610,0,0,0,0,0,0,0,0,0,0,0
064277611,0,0,0,0,0,0,0,0,0,0,0
064277612,0,0,0,0,0,0,0,0,0,0,0
064277613,0,0,0,0,0,0,0,0,0,0,0
064277614,0,0,0,0,0,0,0,0,0,0,0
064277615,0,0,0,0,0,0,0,0,0,0,0
064277616,0,0,0,0,0,0,0,0,0,0,0
064277617,0,0,0,0,0,0,0,0,0,0,0
064277618,0,0,0,0,0,0,0,0,0,0,0
064277701,0,0,0,0,0,0,0,0,0,0,0
064277702,0,0,0,0,0,0,0,0,0,0,0
064277703,0,0,0,0,0,0,0,0,0,0,0
064277704,0,0,0,0,0,0,0,0,0,0,0
064277705,0,0,0,0,0,0,0,0,0,0,0
064277706,0,0,0,0,0,0,0,0,0,0,0
064277707,0,0,0,0,0,0,0,0,0,0,0
064277708,0,0,0,0,0,0,0,0,0,0,0
064277709,0,0,0,0,0,0,0,0,0,0,0
064277710,0,0,0,0,0,0,0,0,0,0,0
064277711,0,0,0,0,0,0,0,0,0,0,0
064277712,0,0,0,0,0,0,0,0,0,0,0
064277713,0,0,0,0,0,0,0,0,0,0,0
064277714,0,0,0,0,0,0,0,0,0,0,0
064277715,0,0,0,0,0,0,0,0,0,0,0
064277716,0,0,0,0,0,0,0,0,0,0,0
064277801,0,0,0,0,0,0,0,0,0,0,0
064277802,0,0,0,0,0,0,0,0,0,0,0
064277803,0,0,0,0,0,0,0,0,0,0,0
064277804,0,0,0,0,0,0,0,0,0,0,0
064277805,0,0,0,0,0,0,0,0,0,0,0
064277806,0,0,0,0,0,0,0,0,0,0,0
064277807,0,0,0,0,0,0,0,0,0,0,0
064277808,0,0,0,0,0,0,0,0,0,0,0
064277809,0,0,0,0,0,0,0,0,0,0,0
064277810,0,0,0,0,0,0,0,0,0,0,0
064277811,0,0,0,0,0,0,0,0,0,0,0
064277812,0,0,0,0,0,0,0,0,0,0,0
064277813,0,0,0,0,0,0,0,0,0,0,0
064277901,0,0,0,0,0,0,0,0,0,0,0
064277902,0,0,0,0,0,0,0,0,0,0,0
064277903,0,0,0,0,0,0,0,0,0,0,0
064277904,0,0,0,0,0,0,0,0,0,0,0
064277905,0,0,0,0,0,0,0,0,0,0,0
064277906,0,0,0,0,0,0,0,0,0,0,0
064277907,0,0,0,0,0,0,0,0,0,0,0
064277908,0,0,0,0,0,0,0,0,0,0,0
064277909,0,0,0,0,0,0,0,0,0,0,0
064277910,0,0,0,0,0,0,0,0,0,0,0
064277911,0,0,0,0,0,0,0,0,0,0,0
064278001,0,0,0,0,0,0,0,0,0,0,0
064278002,0,0,0,0,0,0,0,0,0,0,0
064278003,0,0,0,0,0,0,0,0,0,0,0
064278004,0,0,0,0,0,0,0,0,0,0,0
064278005,0,0,0,0,0,0,0,0,0,0,0
064278006,0,0,0,0,0,0,0,0,0,0,0
064278007,0,0,0,0,0,0,0,0,0,0,0
064278008,0,0,0,0,0,0,0,0,0,0,0
064278009,0,0,0,0,0,0,0,0,0,0,0
064278010,0,0,0,0,0,0,0,0,0,0,0
064278011,0,0,0,0,0,0,0,0,0,0,0
064278012,0,0,0,0,0,0,0,0,0,0,0
064278013,0,0,0,0,0,0,0,0,0,0,0
064278014,0,0,0,0,0,0,0,0,0,0,0
064278015,0,0,0,0,0,0,0,0,0,0,0
064278016,0,0,0,0,0,0,0,0,0,0,0
064278101,0,0,0,0,0,0,0,0,0,0,0
064278102,0,0,0,0,0,0,0,0,0,0,0
064278103,0,0,0,0,0,0,0,0,0,0,0
064278104,0,0,0,0,0,0,0,0,0,0,0
064278105,0,0,0,0,0,0,0,0,0,0,0
064278106,0,0,0,0,0,0,0,0,0,0,0
064278107,0,0,0,0,0,0,0,0,0,0,0
064278108,0,0,0,0,0,0,0,0,0,0,0
064278109,0,0,0,0,0,0,0,0,0,0,0
064278110,0,0,0,0,0,0,0,0,0,0,0
064278111,0,0,0,0,0,0,0,0,0,0,0
064278112,0,0,0,0,0,0,0,0,0,0,0
064278201,0,0,0,0,0,0,0,0,0,0,0
064278202,0,0,0,0,0,0,0,0,0,0,0
064278203,0,0,0,0,0,0,0,0,0,0,0
064278204,0,0,0,0,0,0,0,0,0,0,0
064278205,0,0,0,0,0,0,0,0,0,0,0
064278206,0,0,0,0,0,0,0,0,0,0,0
064278207,0,0,0,0,0,0,0,0,0,0,0
064278208,0,0,0,0,0,0,0,0,0,0,0
064278209,0,0,0,0,0,0,0,0,0,0,0
064278210,0,0,0,0,0,0,0,0,0,0,0
064278211,1,0,0,0,0,0,0,0,0,0,1
064278212,0,0,0,0,0,0,0,0,0,0,0
064278213,0,0,0,0,0,0,0,0,0,0,0
064278301,0,0,0,0,0,0,0,0,0,0,0
064278302,0,0,0,0,0,0,0,0,0,0,0
064278303,0,0,0,0,0,0,0,0,0,0,0
064278304,0,0,0,0,0,0,0,0,0,0,0
064278305,0,0,0,0,0,0,0,0,0,0,0
064278306,0,0,0,0,0,0,0,0,0,0,0
064278307,0,0,0,0,0,0,0,0,0,0,0
064278308,0,0,0,0,0,0,0,0,0,0,0
064278309,0,0,0,0,0,0,0,0,0,0,0
064278310,0,0,0,0,0,0,0,0,0,0,0
064278311,0,0,0,0,0,0,0,0,0,0,0
064278312,0,0,0,0,0,0,0,0,0,0,0
064278313,0,0,0,0,0,0,0,0,0,0,0
064278314,0,0,0,0,0,0,0,0,0,0,0
064278401,0,0,0,0,0,0,0,0,0,0,0
064278402,0,0,0,0,0,0,0,0,0,0,0
064278403,0,0,0,0,0,0,0,0,0,0,0
064278404,0,0,0,0,0,0,0,0,0,0,0
064278405,0,0,0,0,0,0,0,0,0,0,0
064278406,0,0,0,0,0,0,0,0,0,0,0
064278407,0,0,0,0,0,0,0,0,0,0,0
064278408,0,0,0,0,0,0,0,0,0,0,0
064278409,0,0,0,0,0,0,0,0,0,0,0
064278410,0,0,0,0,0,0,0,0,0,0,0
